frequency	V(onoise)
1.631437602968744e+03	1.210978e-09
1.642785148880607e+03	1.210978e-09
1.654211623216080e+03	1.210978e-09
1.665717574965766e+03	1.210978e-09
1.677303556938797e+03	1.210977e-09
1.688970125789397e+03	1.210977e-09
1.700717842043628e+03	1.210977e-09
1.712547270126317e+03	1.210977e-09
1.724458978388178e+03	1.210977e-09
1.736453539133116e+03	1.210977e-09
1.748531528645723e+03	1.210977e-09
1.760693527218969e+03	1.210977e-09
1.772940119182082e+03	1.210976e-09
1.785271892928618e+03	1.210976e-09
1.797689440944736e+03	1.210976e-09
1.810193359837662e+03	1.210976e-09
1.822784250364353e+03	1.210976e-09
1.835462717460361e+03	1.210976e-09
1.848229370268898e+03	1.210976e-09
1.861084822170101e+03	1.210976e-09
1.874029690810505e+03	1.210975e-09
1.887064598132715e+03	1.210975e-09
1.900190170405289e+03	1.210975e-09
1.913407038252828e+03	1.210975e-09
1.926715836686274e+03	1.210975e-09
1.940117205133419e+03	1.210975e-09
1.953611787469626e+03	1.210975e-09
1.967200232048767e+03	1.210975e-09
1.980883191734371e+03	1.210975e-09
1.994661323930992e+03	1.210974e-09
2.008535290615795e+03	1.210974e-09
2.022505758370360e+03	1.210974e-09
2.036573398412707e+03	1.210974e-09
2.050738886629549e+03	1.210974e-09
2.065002903608761e+03	1.210974e-09
2.079366134672081e+03	1.210974e-09
2.093829269908039e+03	1.210974e-09
2.108393004205108e+03	1.210974e-09
2.123058037285092e+03	1.210973e-09
2.137825073736748e+03	1.210973e-09
2.152694823049633e+03	1.210973e-09
2.167667999648194e+03	1.210973e-09
2.182745322926095e+03	1.210973e-09
2.197927517280776e+03	1.210973e-09
2.213215312148262e+03	1.210973e-09
2.228609442038206e+03	1.210973e-09
2.244110646569180e+03	1.210973e-09
2.259719670504207e+03	1.210972e-09
2.275437263786552e+03	1.210972e-09
2.291264181575742e+03	1.210972e-09
2.307201184283860e+03	1.210972e-09
2.323249037612067e+03	1.210972e-09
2.339408512587402e+03	1.210972e-09
2.355680385599818e+03	1.210972e-09
2.372065438439488e+03	1.210972e-09
2.388564458334367e+03	1.210972e-09
2.405178237988011e+03	1.210972e-09
2.421907575617668e+03	1.210971e-09
2.438753274992624e+03	1.210971e-09
2.455716145472822e+03	1.210971e-09
2.472797002047751e+03	1.210971e-09
2.489996665375599e+03	1.210971e-09
2.507315961822682e+03	1.210971e-09
2.524755723503150e+03	1.210971e-09
2.542316788318964e+03	1.210971e-09
2.560000000000153e+03	1.210971e-09
2.577806208145354e+03	1.210970e-09
2.595736268262630e+03	1.210970e-09
2.613791041810571e+03	1.210970e-09
2.631971396239688e+03	1.210970e-09
2.650278205034086e+03	1.210970e-09
2.668712347753431e+03	1.210970e-09
2.687274710075214e+03	1.210970e-09
2.705966183837297e+03	1.210970e-09
2.724787667080766e+03	1.210970e-09
2.743740064093076e+03	1.210970e-09
2.762824285451501e+03	1.210970e-09
2.782041248066877e+03	1.210969e-09
2.801391875227663e+03	1.210969e-09
2.820877096644295e+03	1.210969e-09
2.840497848493856e+03	1.210969e-09
2.860255073465057e+03	1.210969e-09
2.880149720803528e+03	1.210969e-09
2.900182746357421e+03	1.210969e-09
2.920355112623343e+03	1.210969e-09
2.940667788792589e+03	1.210969e-09
2.961121750797717e+03	1.210969e-09
2.981717981359430e+03	1.210968e-09
3.002457470033794e+03	1.210968e-09
3.023341213259784e+03	1.210968e-09
3.044370214407154e+03	1.210968e-09
3.065545483824646e+03	1.210968e-09
3.086868038888537e+03	1.210968e-09
3.108338904051512e+03	1.210968e-09
3.129959110891889e+03	1.210968e-09
3.151729698163181e+03	1.210968e-09
3.173651711844002e+03	1.210968e-09
3.195726205188325e+03	1.210968e-09
3.217954238776081e+03	1.210967e-09
3.240336880564118e+03	1.210967e-09
3.262875205937515e+03	1.210967e-09
3.285570297761240e+03	1.210967e-09
3.308423246432187e+03	1.210967e-09
3.331435149931558e+03	1.210967e-09
3.354607113877620e+03	1.210967e-09
3.377940251578821e+03	1.210967e-09
3.401435684087283e+03	1.210967e-09
3.425094540252662e+03	1.210967e-09
3.448917956776384e+03	1.210967e-09
3.472907078266259e+03	1.210966e-09
3.497063057291473e+03	1.210966e-09
3.521387054437967e+03	1.210966e-09
3.545880238364192e+03	1.210966e-09
3.570543785857264e+03	1.210966e-09
3.595378881889501e+03	1.210966e-09
3.620386719675353e+03	1.210966e-09
3.645568500728735e+03	1.210966e-09
3.670925434920752e+03	1.210966e-09
3.696458740537826e+03	1.210966e-09
3.722169644340232e+03	1.210966e-09
3.748059381621040e+03	1.210965e-09
3.774129196265460e+03	1.210965e-09
3.800380340810609e+03	1.210965e-09
3.826814076505688e+03	1.210965e-09
3.853431673372580e+03	1.210965e-09
3.880234410266869e+03	1.210965e-09
3.907223574939283e+03	1.210965e-09
3.934400464097565e+03	1.210965e-09
3.961766383468774e+03	1.210965e-09
3.989322647862017e+03	1.210965e-09
4.017070581231623e+03	1.210965e-09
4.045011516740753e+03	1.210965e-09
4.073146796825447e+03	1.210965e-09
4.101477773259131e+03	1.210964e-09
4.130005807217555e+03	1.210964e-09
4.158732269344197e+03	1.210964e-09
4.187658539816112e+03	1.210964e-09
4.216786008410249e+03	1.210964e-09
4.246116074570219e+03	1.210964e-09
4.275650147473531e+03	1.210964e-09
4.305389646099300e+03	1.210964e-09
4.335335999296423e+03	1.210964e-09
4.365490645852225e+03	1.210964e-09
4.395855034561588e+03	1.210964e-09
4.426430624296560e+03	1.210964e-09
4.457218884076448e+03	1.210963e-09
4.488221293138395e+03	1.210963e-09
4.519439341008450e+03	1.210963e-09
4.550874527573139e+03	1.210963e-09
4.582528363151521e+03	1.210963e-09
4.614402368567756e+03	1.210963e-09
4.646498075224171e+03	1.210963e-09
4.678817025174841e+03	1.210963e-09
4.711360771199673e+03	1.210963e-09
4.744130876879014e+03	1.210963e-09
4.777128916668772e+03	1.210963e-09
4.810356475976061e+03	1.210963e-09
4.843815151235374e+03	1.210963e-09
4.877506549985285e+03	1.210963e-09
4.911432290945682e+03	1.210962e-09
4.945594004095540e+03	1.210962e-09
4.979993330751236e+03	1.210962e-09
5.014631923645402e+03	1.210962e-09
5.049511447006338e+03	1.210962e-09
5.084633576637966e+03	1.210962e-09
5.120000000000345e+03	1.210962e-09
5.155612416290748e+03	1.210962e-09
5.191472536525300e+03	1.210962e-09
5.227582083621183e+03	1.210962e-09
5.263942792479417e+03	1.210962e-09
5.300556410068212e+03	1.210962e-09
5.337424695506904e+03	1.210962e-09
5.374549420150470e+03	1.210962e-09
5.411932367674636e+03	1.210962e-09
5.449575334161575e+03	1.210961e-09
5.487480128186196e+03	1.210961e-09
5.525648570903045e+03	1.210961e-09
5.564082496133798e+03	1.210961e-09
5.602783750455371e+03	1.210961e-09
5.641754193288634e+03	1.210961e-09
5.680995696987757e+03	1.210961e-09
5.720510146930160e+03	1.210961e-09
5.760299441607101e+03	1.210961e-09
5.800365492714888e+03	1.210961e-09
5.840710225246731e+03	1.210961e-09
5.881335577585224e+03	1.210961e-09
5.922243501595480e+03	1.210961e-09
5.963435962718905e+03	1.210961e-09
6.004914940067634e+03	1.210961e-09
6.046682426519614e+03	1.210961e-09
6.088740428814353e+03	1.210961e-09
6.131090967649339e+03	1.210960e-09
6.173736077777121e+03	1.210960e-09
6.216677808103071e+03	1.210960e-09
6.259918221783825e+03	1.210960e-09
6.303459396326410e+03	1.210960e-09
6.347303423688053e+03	1.210960e-09
6.391452410376698e+03	1.210960e-09
6.435908477552210e+03	1.210960e-09
6.480673761128285e+03	1.210960e-09
6.525750411875078e+03	1.210960e-09
6.571140595522528e+03	1.210960e-09
6.616846492864423e+03	1.210960e-09
6.662870299863166e+03	1.210960e-09
6.709214227755290e+03	1.210960e-09
6.755880503157693e+03	1.210960e-09
6.802871368174618e+03	1.210960e-09
6.850189080505375e+03	1.210960e-09
6.897835913552820e+03	1.210960e-09
6.945814156532570e+03	1.210960e-09
6.994126114582999e+03	1.210960e-09
7.042774108875985e+03	1.210959e-09
7.091760476728436e+03	1.210959e-09
7.141087571714581e+03	1.210959e-09
7.190757763779055e+03	1.210959e-09
7.240773439350760e+03	1.210959e-09
7.291137001457525e+03	1.210959e-09
7.341850869841558e+03	1.210959e-09
7.392917481075706e+03	1.210959e-09
7.444339288680520e+03	1.210959e-09
7.496118763242137e+03	1.210959e-09
7.548258392530977e+03	1.210959e-09
7.600760681621275e+03	1.210959e-09
7.653628153011432e+03	1.210959e-09
7.706863346745215e+03	1.210959e-09
7.760468820533794e+03	1.210959e-09
7.814447149878623e+03	1.210959e-09
7.868800928195188e+03	1.210959e-09
7.923532766937606e+03	1.210959e-09
7.978645295724093e+03	1.210959e-09
8.034141162463307e+03	1.210959e-09
8.090023033481566e+03	1.210959e-09
8.146293593650956e+03	1.210959e-09
8.202955546518324e+03	1.210959e-09
8.260011614435172e+03	1.210959e-09
8.317464538688455e+03	1.210958e-09
8.375317079632287e+03	1.210958e-09
8.433572016820561e+03	1.210958e-09
8.492232149140500e+03	1.210958e-09
8.551300294947125e+03	1.210958e-09
8.610779292198664e+03	1.210958e-09
8.670671998592910e+03	1.210958e-09
8.730981291704515e+03	1.210958e-09
8.791710069123241e+03	1.210958e-09
8.852861248593186e+03	1.210958e-09
8.914437768152962e+03	1.210958e-09
8.976442586276855e+03	1.210958e-09
9.038878682016966e+03	1.210958e-09
9.101749055146345e+03	1.210958e-09
9.165056726303110e+03	1.210958e-09
9.228804737135579e+03	1.210958e-09
9.292996150448409e+03	1.210958e-09
9.357634050349749e+03	1.210958e-09
9.422721542399413e+03	1.210958e-09
9.488261753758095e+03	1.210958e-09
9.554257833337611e+03	1.210958e-09
9.620712951952190e+03	1.210958e-09
9.687630302470816e+03	1.210958e-09
9.755013099970638e+03	1.210958e-09
9.822864581891432e+03	1.210958e-09
9.891188008191149e+03	1.210958e-09
9.959986661502540e+03	1.210958e-09
1.002926384729087e+04	1.210958e-09
1.009902289401275e+04	1.210958e-09
1.016926715327600e+04	1.210958e-09
1.024000000000076e+04	1.210958e-09
1.031122483258157e+04	1.210957e-09
1.038294507305067e+04	1.210957e-09
1.045516416724244e+04	1.210957e-09
1.052788558495891e+04	1.210957e-09
1.060111282013650e+04	1.210957e-09
1.067484939101388e+04	1.210957e-09
1.074909884030101e+04	1.210957e-09
1.082386473534934e+04	1.210957e-09
1.089915066832322e+04	1.210957e-09
1.097496025637246e+04	1.210957e-09
1.105129714180616e+04	1.210957e-09
1.112816499226767e+04	1.210957e-09
1.120556750091081e+04	1.210957e-09
1.128350838657734e+04	1.210957e-09
1.136199139397559e+04	1.210957e-09
1.144102029386039e+04	1.210957e-09
1.152059888321428e+04	1.210957e-09
1.160073098542985e+04	1.210957e-09
1.168142045049354e+04	1.210957e-09
1.176267115517053e+04	1.210957e-09
1.184448700319104e+04	1.210957e-09
1.192687192543789e+04	1.210957e-09
1.200982988013535e+04	1.210957e-09
1.209336485303931e+04	1.210957e-09
1.217748085762879e+04	1.210957e-09
1.226218193529876e+04	1.210957e-09
1.234747215555433e+04	1.210957e-09
1.243335561620623e+04	1.210957e-09
1.251983644356774e+04	1.210957e-09
1.260691879265291e+04	1.210957e-09
1.269460684737619e+04	1.210957e-09
1.278290482075349e+04	1.210957e-09
1.287181695510451e+04	1.210957e-09
1.296134752225666e+04	1.210957e-09
1.305150082375025e+04	1.210957e-09
1.314228119104515e+04	1.210957e-09
1.323369298572894e+04	1.210957e-09
1.332574059972643e+04	1.210957e-09
1.341842845551068e+04	1.210957e-09
1.351176100631548e+04	1.210957e-09
1.360574273634933e+04	1.210957e-09
1.370037816101085e+04	1.210957e-09
1.379567182710574e+04	1.210957e-09
1.389162831306524e+04	1.210957e-09
1.398825222916610e+04	1.210957e-09
1.408554821775207e+04	1.210957e-09
1.418352095345697e+04	1.210957e-09
1.428217514342926e+04	1.210957e-09
1.438151552755821e+04	1.210957e-09
1.448154687870162e+04	1.210957e-09
1.458227400291515e+04	1.210957e-09
1.468370173968322e+04	1.210956e-09
1.478583496215152e+04	1.210956e-09
1.488867857736114e+04	1.210956e-09
1.499223752648438e+04	1.210956e-09
1.509651678506206e+04	1.210956e-09
1.520152136324265e+04	1.210956e-09
1.530725630602297e+04	1.210956e-09
1.541372669349054e+04	1.210956e-09
1.552093764106770e+04	1.210956e-09
1.562889429975736e+04	1.210956e-09
1.573760185639049e+04	1.210956e-09
1.584706553387532e+04	1.210956e-09
1.595729059144830e+04	1.210956e-09
1.606828232492673e+04	1.210956e-09
1.618004606696324e+04	1.210956e-09
1.629258718730203e+04	1.210956e-09
1.640591109303676e+04	1.210956e-09
1.652002322887046e+04	1.210956e-09
1.663492907737703e+04	1.210956e-09
1.675063415926469e+04	1.210956e-09
1.686714403364124e+04	1.210956e-09
1.698446429828112e+04	1.210956e-09
1.710260058989437e+04	1.210956e-09
1.722155858439745e+04	1.210956e-09
1.734134399718594e+04	1.210956e-09
1.746196258340915e+04	1.210956e-09
1.758342013824661e+04	1.210956e-09
1.770572249718650e+04	1.210956e-09
1.782887553630606e+04	1.210956e-09
1.795288517255385e+04	1.210956e-09
1.807775736403407e+04	1.210956e-09
1.820349811029283e+04	1.210956e-09
1.833011345260636e+04	1.210956e-09
1.845760947427130e+04	1.210956e-09
1.858599230089697e+04	1.210956e-09
1.871526810069965e+04	1.210956e-09
1.884544308479898e+04	1.210956e-09
1.897652350751634e+04	1.210956e-09
1.910851566667537e+04	1.210956e-09
1.924142590390453e+04	1.210956e-09
1.937526060494178e+04	1.210956e-09
1.951002619994143e+04	1.210956e-09
1.964572916378302e+04	1.210956e-09
1.978237601638245e+04	1.210956e-09
1.991997332300523e+04	1.210956e-09
2.005852769458190e+04	1.210956e-09
2.019804578802565e+04	1.210956e-09
2.033853430655216e+04	1.210956e-09
2.048000000000168e+04	1.210956e-09
2.062244966516329e+04	1.210956e-09
2.076589014610150e+04	1.210956e-09
2.091032833448504e+04	1.210956e-09
2.105577116991797e+04	1.210956e-09
2.120222564027316e+04	1.210956e-09
2.134969878202793e+04	1.210956e-09
2.149819768060219e+04	1.210956e-09
2.164772947069886e+04	1.210956e-09
2.179830133664661e+04	1.210956e-09
2.194992051274510e+04	1.210956e-09
2.210259428361250e+04	1.210956e-09
2.225632998453551e+04	1.210956e-09
2.241113500182180e+04	1.210956e-09
2.256701677315486e+04	1.210956e-09
2.272398278795135e+04	1.210956e-09
2.288204058772097e+04	1.210956e-09
2.304119776642873e+04	1.210956e-09
2.320146197085989e+04	1.210956e-09
2.336284090098726e+04	1.210956e-09
2.352534231034124e+04	1.210956e-09
2.368897400638226e+04	1.210956e-09
2.385374385087597e+04	1.210956e-09
2.401965976027089e+04	1.210956e-09
2.418672970607881e+04	1.210956e-09
2.435496171525777e+04	1.210956e-09
2.452436387059772e+04	1.210956e-09
2.469494431110885e+04	1.210956e-09
2.486671123241265e+04	1.210956e-09
2.503967288713567e+04	1.210956e-09
2.521383758530601e+04	1.210956e-09
2.538921369475259e+04	1.210956e-09
2.556580964150717e+04	1.210956e-09
2.574363391020922e+04	1.210956e-09
2.592269504451353e+04	1.210956e-09
2.610300164750070e+04	1.210956e-09
2.628456238209051e+04	1.210956e-09
2.646738597145809e+04	1.210956e-09
2.665148119945306e+04	1.210956e-09
2.683685691102156e+04	1.210956e-09
2.702352201263117e+04	1.210956e-09
2.721148547269887e+04	1.210956e-09
2.740075632202191e+04	1.210956e-09
2.759134365421169e+04	1.210956e-09
2.778325662613069e+04	1.210956e-09
2.797650445833241e+04	1.210956e-09
2.817109643550436e+04	1.210956e-09
2.836704190691416e+04	1.210956e-09
2.856435028685875e+04	1.210956e-09
2.876303105511665e+04	1.210956e-09
2.896309375740347e+04	1.210956e-09
2.916454800583053e+04	1.210956e-09
2.936740347936667e+04	1.210956e-09
2.957166992430326e+04	1.210956e-09
2.977735715472252e+04	1.210956e-09
2.998447505296899e+04	1.210956e-09
3.019303357012436e+04	1.210956e-09
3.040304272648555e+04	1.210956e-09
3.061451261204618e+04	1.210956e-09
3.082745338698132e+04	1.210956e-09
3.104187528213564e+04	1.210956e-09
3.125778859951496e+04	1.210956e-09
3.147520371278122e+04	1.210956e-09
3.169413106775089e+04	1.210956e-09
3.191458118289684e+04	1.210956e-09
3.213656464985370e+04	1.210956e-09
3.236009213392674e+04	1.210956e-09
3.258517437460431e+04	1.210956e-09
3.281182218607378e+04	1.210956e-09
3.304004645774118e+04	1.210956e-09
3.326985815475431e+04	1.210956e-09
3.350126831852965e+04	1.210956e-09
3.373428806728275e+04	1.210956e-09
3.396892859656251e+04	1.210956e-09
3.420520117978901e+04	1.210956e-09
3.444311716879517e+04	1.210956e-09
3.468268799437216e+04	1.210956e-09
3.492392516681858e+04	1.210956e-09
3.516684027649349e+04	1.210956e-09
3.541144499437328e+04	1.210956e-09
3.565775107261239e+04	1.210956e-09
3.590577034510797e+04	1.210956e-09
3.615551472806842e+04	1.210956e-09
3.640699622058593e+04	1.210956e-09
3.666022690521299e+04	1.210956e-09
3.691521894854288e+04	1.210956e-09
3.717198460179420e+04	1.210956e-09
3.743053620139957e+04	1.210956e-09
3.769088616959823e+04	1.210956e-09
3.795304701503297e+04	1.210956e-09
3.821703133335103e+04	1.210956e-09
3.848285180780935e+04	1.210956e-09
3.875052120988387e+04	1.210956e-09
3.902005239988316e+04	1.210956e-09
3.929145832756635e+04	1.210956e-09
3.956475203276522e+04	1.210956e-09
3.983994664601079e+04	1.210956e-09
4.011705538916412e+04	1.210956e-09
4.039609157605162e+04	1.210956e-09
4.067706861310465e+04	1.210956e-09
4.096000000000368e+04	1.210956e-09
4.124489933032692e+04	1.210956e-09
4.153178029220334e+04	1.210956e-09
4.182065666897041e+04	1.210956e-09
4.211154233983628e+04	1.210956e-09
4.240445128054665e+04	1.210956e-09
4.269939756405619e+04	1.210956e-09
4.299639536120473e+04	1.210956e-09
4.329545894139806e+04	1.210956e-09
4.359660267329358e+04	1.210956e-09
4.389984102549055e+04	1.210956e-09
4.420518856722536e+04	1.210956e-09
4.451265996907139e+04	1.210956e-09
4.482227000364398e+04	1.210956e-09
4.513403354631009e+04	1.210956e-09
4.544796557590308e+04	1.210956e-09
4.576408117544231e+04	1.210955e-09
4.608239553285784e+04	1.210955e-09
4.640292394172015e+04	1.210955e-09
4.672568180197490e+04	1.210955e-09
4.705068462068286e+04	1.210955e-09
4.737794801276491e+04	1.210955e-09
4.770748770175232e+04	1.210955e-09
4.803931952054216e+04	1.210955e-09
4.837345941215800e+04	1.210955e-09
4.870992343051593e+04	1.210955e-09
4.904872774119582e+04	1.210955e-09
4.938988862221808e+04	1.210955e-09
4.973342246482569e+04	1.210955e-09
5.007934577427173e+04	1.210955e-09
5.042767517061241e+04	1.210955e-09
5.077842738950557e+04	1.210955e-09
5.113161928301474e+04	1.210955e-09
5.148726782041884e+04	1.210955e-09
5.184539008902745e+04	1.210955e-09
5.220600329500180e+04	1.210955e-09
5.256912476418142e+04	1.210955e-09
5.293477194291658e+04	1.210955e-09
5.330296239890654e+04	1.210955e-09
5.367371382204354e+04	1.210955e-09
5.404704402526277e+04	1.210955e-09
5.442297094539817e+04	1.210955e-09
5.480151264404425e+04	1.210955e-09
5.518268730842381e+04	1.210955e-09
5.556651325226182e+04	1.210955e-09
5.595300891666525e+04	1.210955e-09
5.634219287100916e+04	1.210955e-09
5.673408381382877e+04	1.210955e-09
5.712870057371794e+04	1.210955e-09
5.752606211023374e+04	1.210955e-09
5.792618751480739e+04	1.210955e-09
5.832909601166152e+04	1.210955e-09
5.873480695873379e+04	1.210955e-09
5.914333984860699e+04	1.210955e-09
5.955471430944551e+04	1.210955e-09
5.996895010593845e+04	1.210955e-09
6.038606714024918e+04	1.210955e-09
6.080608545297157e+04	1.210955e-09
6.122902522409285e+04	1.210955e-09
6.165490677396313e+04	1.210955e-09
6.208375056427177e+04	1.210955e-09
6.251557719903041e+04	1.210955e-09
6.295040742556294e+04	1.210955e-09
6.338826213550229e+04	1.210955e-09
6.382916236579420e+04	1.210955e-09
6.427312929970791e+04	1.210955e-09
6.472018426785400e+04	1.210955e-09
6.517034874920913e+04	1.210955e-09
6.562364437214808e+04	1.210955e-09
6.608009291548286e+04	1.210955e-09
6.653971630950914e+04	1.210955e-09
6.700253663705981e+04	1.210955e-09
6.746857613456601e+04	1.210955e-09
6.793785719312554e+04	1.210955e-09
6.841040235957854e+04	1.210955e-09
6.888623433759087e+04	1.210955e-09
6.936537598874485e+04	1.210955e-09
6.984785033363769e+04	1.210955e-09
7.033368055298751e+04	1.210955e-09
7.082288998874709e+04	1.210955e-09
7.131550214522531e+04	1.210955e-09
7.181154069021647e+04	1.210955e-09
7.231102945613737e+04	1.210955e-09
7.281399244117241e+04	1.210955e-09
7.332045381042654e+04	1.210955e-09
7.383043789708630e+04	1.210955e-09
7.434396920358896e+04	1.210955e-09
7.486107240279969e+04	1.210955e-09
7.538177233919702e+04	1.210955e-09
7.590609403006650e+04	1.210955e-09
7.643406266670264e+04	1.210955e-09
7.696570361561928e+04	1.210955e-09
7.750104241976830e+04	1.210955e-09
7.804010479976689e+04	1.210955e-09
7.858291665513326e+04	1.210955e-09
7.912950406553100e+04	1.210955e-09
7.967989329202214e+04	1.210955e-09
8.023411077832882e+04	1.210955e-09
8.079218315210381e+04	1.210955e-09
8.135413722620987e+04	1.210955e-09
8.192000000000796e+04	1.210955e-09
8.248979866065443e+04	1.210955e-09
8.306356058440727e+04	1.210955e-09
8.364131333794142e+04	1.210955e-09
8.422308467967318e+04	1.210955e-09
8.480890256109391e+04	1.210955e-09
8.539879512811299e+04	1.210955e-09
8.599279072241006e+04	1.210955e-09
8.659091788279674e+04	1.210955e-09
8.719320534658777e+04	1.210955e-09
8.779968205098173e+04	1.210955e-09
8.841037713445134e+04	1.210955e-09
8.902531993814341e+04	1.210955e-09
8.964454000728858e+04	1.210955e-09
9.026806709262081e+04	1.210955e-09
9.089593115180680e+04	1.210955e-09
9.152816235088526e+04	1.210955e-09
9.216479106571634e+04	1.210955e-09
9.280584788344098e+04	1.210955e-09
9.345136360395049e+04	1.210955e-09
9.410136924136641e+04	1.210955e-09
9.475589602553053e+04	1.210955e-09
9.541497540350536e+04	1.210955e-09
9.607863904108504e+04	1.210955e-09
9.674691882431673e+04	1.210955e-09
9.741984686103258e+04	1.210955e-09
9.809745548239238e+04	1.210955e-09
9.877977724443692e+04	1.210955e-09
9.946684492965214e+04	1.210955e-09
1.000000000000000e+05	1.210955e-09
